Entity,Code,Year,ODA by donor (% of GNI) - Official estimate,1012356-annotations
Australia,AUS,1960,0.37020743,
Australia,AUS,1961,0.4385856,
Australia,AUS,1962,0.42609698,
Australia,AUS,1963,0.50767606,
Australia,AUS,1964,0.4816956,
Australia,AUS,1965,0.5285778,
Australia,AUS,1966,0.5561685,
Australia,AUS,1967,0.6151016,
Australia,AUS,1968,0.56513274,
Australia,AUS,1969,0.5986918,
Australia,AUS,1970,0.6154651,
Australia,AUS,1971,0.5614528,
Australia,AUS,1972,0.6152915,
Australia,AUS,1973,0.46633166,
Australia,AUS,1974,0.5513384,
Australia,AUS,1975,0.6549452,
Australia,AUS,1976,0.40783218,
Australia,AUS,1977,0.4194499,
Australia,AUS,1978,0.54610854,
Australia,AUS,1979,0.52791214,
Australia,AUS,1980,0.4835209,
Australia,AUS,1981,0.41093364,
Australia,AUS,1982,0.56101674,
Australia,AUS,1983,0.4898376,
Australia,AUS,1984,0.45016807,
Australia,AUS,1985,0.4829205,
Australia,AUS,1986,0.46579173,
Australia,AUS,1987,0.3352804,
Australia,AUS,1988,0.4608848,
Australia,AUS,1989,0.37607244,
Australia,AUS,1990,0.3401481,
Australia,AUS,1991,0.37527835,
Australia,AUS,1992,0.36609444,
Australia,AUS,1993,0.34707946,
Australia,AUS,1994,0.3415484,
Australia,AUS,1995,0.34253293,
Australia,AUS,1996,0.2737466,
Australia,AUS,1997,0.27040526,
Australia,AUS,1998,0.27129924,
Australia,AUS,1999,0.25704035,
Australia,AUS,2000,0.26664388,
Australia,AUS,2001,0.25189736,
Australia,AUS,2002,0.2556039,
Australia,AUS,2003,0.24719955,
Australia,AUS,2004,0.24514052,
Australia,AUS,2005,0.24757351,
Australia,AUS,2006,0.2950747,
Australia,AUS,2007,0.32259196,
Australia,AUS,2008,0.31600812,
Australia,AUS,2009,0.2936231,
Australia,AUS,2010,0.32272723,
Australia,AUS,2011,0.34356588,
Australia,AUS,2012,0.3609295,
Australia,AUS,2013,0.33089834,
Australia,AUS,2014,0.31431127,
Australia,AUS,2015,0.29111192,
Australia,AUS,2016,0.2658266,
Australia,AUS,2017,0.23199672,
Australia,AUS,2018,0.22956936,
Australia,AUS,2019,0.21544313,
Australia,AUS,2020,0.21403845,
Australia,AUS,2021,0.22144523,
Australia,AUS,2022,0.18739358,
Australia,AUS,2023,0.19369814,
Austria,AUT,1960,0.0015923565,
Austria,AUT,1961,0.041726615,
Austria,AUT,1962,0.03108108,
Austria,AUT,1963,0.052697614,
Austria,AUT,1964,0.07551487,
Austria,AUT,1965,0.114285715,
Austria,AUT,1966,0.12225461,
Austria,AUT,1967,0.13875115,
Austria,AUT,1968,0.14149486,
Austria,AUT,1969,0.11268598,
Austria,AUT,1970,0.07334946,
Austria,AUT,1971,0.07343619,
Austria,AUT,1972,0.086206056,
Austria,AUT,1973,0.1458885,
Austria,AUT,1974,0.18122476,
Austria,AUT,1975,0.21141574,
Austria,AUT,1976,0.12416184,
Austria,AUT,1977,0.2268434,
Austria,AUT,1978,0.26837295,
Austria,AUT,1979,0.19287401,
Austria,AUT,1980,0.23333551,
Austria,AUT,1981,0.33408818,
Austria,AUT,1982,0.35568878,
Austria,AUT,1983,0.23649265,
Austria,AUT,1984,0.2819926,
Austria,AUT,1985,0.3768923,
Austria,AUT,1986,0.21110757,
Austria,AUT,1987,0.17233665,
Austria,AUT,1988,0.23960537,
Austria,AUT,1989,0.22510153,
Austria,AUT,1990,0.10642488,
Austria,AUT,1991,0.18111844,
Austria,AUT,1992,0.11148865,
Austria,AUT,1993,0.11360857,
Austria,AUT,1994,0.16507548,
Austria,AUT,1995,0.26760286,
Austria,AUT,1996,0.2290349,
Austria,AUT,1997,0.24296936,
Austria,AUT,1998,0.21897289,
Austria,AUT,1999,0.23813441,
Austria,AUT,2000,0.23443575,
Austria,AUT,2001,0.34156105,
Austria,AUT,2002,0.25512367,
Austria,AUT,2003,0.20161313,
Austria,AUT,2004,0.2329082,
Austria,AUT,2005,0.52178115,
Austria,AUT,2006,0.46886617,
Austria,AUT,2007,0.4980585,
Austria,AUT,2008,0.4282754,
Austria,AUT,2009,0.30203867,
Austria,AUT,2010,0.32242185,
Austria,AUT,2011,0.26712698,
Austria,AUT,2012,0.2802159,
Austria,AUT,2013,0.2735214,
Austria,AUT,2014,0.2843688,
Austria,AUT,2015,0.35374853,
Austria,AUT,2016,0.42371136,
Austria,AUT,2017,0.3000435,
Austria,AUT,2018,0.25781927,
Austria,AUT,2019,0.2758194,
Austria,AUT,2020,0.29641077,
Austria,AUT,2021,0.30826622,
Austria,AUT,2022,0.39394525,
Austria,AUT,2023,0.3799405,
Azerbaijan,AZE,2014,0.020988882,
Azerbaijan,AZE,2015,0.018598748,
Azerbaijan,AZE,2016,0.037964333,
Azerbaijan,AZE,2017,0.048168235,
Azerbaijan,AZE,2018,0.06375905,
Azerbaijan,AZE,2019,0.059470825,
Azerbaijan,AZE,2020,0.10461336,
Azerbaijan,AZE,2022,0.060070936,
Azerbaijan,AZE,2023,0.14814119,
Belgium,BEL,1960,0.8827647,
Belgium,BEL,1961,0.7592745,
Belgium,BEL,1962,0.53858024,
Belgium,BEL,1963,0.57255745,
Belgium,BEL,1964,0.4579319,
Belgium,BEL,1965,0.5982332,
Belgium,BEL,1966,0.41704112,
Belgium,BEL,1967,0.45388547,
Belgium,BEL,1968,0.42119616,
Belgium,BEL,1969,0.50047415,
Belgium,BEL,1970,0.4630748,
Belgium,BEL,1971,0.5024587,
Belgium,BEL,1972,0.54761696,
Belgium,BEL,1973,0.5116609,
Belgium,BEL,1974,0.5028249,
Belgium,BEL,1975,0.5972325,
Belgium,BEL,1976,0.4968082,
Belgium,BEL,1977,0.46688733,
Belgium,BEL,1978,0.5503891,
Belgium,BEL,1979,0.5793672,
Belgium,BEL,1980,0.4968511,
Belgium,BEL,1981,0.5889546,
Belgium,BEL,1982,0.57978237,
Belgium,BEL,1983,0.5872636,
Belgium,BEL,1984,0.57515144,
Belgium,BEL,1985,0.54732925,
Belgium,BEL,1986,0.4756377,
Belgium,BEL,1987,0.4791923,
Belgium,BEL,1988,0.39414755,
Belgium,BEL,1989,0.45815963,
Belgium,BEL,1990,0.45584384,
Belgium,BEL,1991,0.41411588,
Belgium,BEL,1992,0.3908198,
Belgium,BEL,1993,0.3905524,
Belgium,BEL,1994,0.3177712,
Belgium,BEL,1995,0.38295248,
Belgium,BEL,1996,0.34248552,
Belgium,BEL,1997,0.31045273,
Belgium,BEL,1998,0.35216734,
Belgium,BEL,1999,0.30344582,
Belgium,BEL,2000,0.35774034,
Belgium,BEL,2001,0.36833116,
Belgium,BEL,2002,0.43246067,
Belgium,BEL,2003,0.60176164,
Belgium,BEL,2004,0.40965313,
Belgium,BEL,2005,0.5257093,
Belgium,BEL,2006,0.49926397,
Belgium,BEL,2007,0.42610684,
Belgium,BEL,2008,0.47860113,
Belgium,BEL,2009,0.5499804,
Belgium,BEL,2010,0.6397109,
Belgium,BEL,2011,0.5362919,
Belgium,BEL,2012,0.4745991,
Belgium,BEL,2013,0.45299003,
Belgium,BEL,2014,0.46302322,
Belgium,BEL,2015,0.41607744,
Belgium,BEL,2016,0.49858806,
Belgium,BEL,2017,0.44532222,
Belgium,BEL,2018,0.43024155,
Belgium,BEL,2019,0.40918142,
Belgium,BEL,2020,0.4783106,
Belgium,BEL,2021,0.43250084,
Belgium,BEL,2022,0.45328507,
Belgium,BEL,2023,0.43614772,
Bulgaria,BGR,2010,0.08707311,
Bulgaria,BGR,2011,0.0928515,
Bulgaria,BGR,2012,0.08028912,
Bulgaria,BGR,2013,0.09709402,
Bulgaria,BGR,2014,0.09012963,
Bulgaria,BGR,2015,0.08589536,
Bulgaria,BGR,2016,0.13444611,
Bulgaria,BGR,2017,0.11162133,
Bulgaria,BGR,2018,0.11044468,
Bulgaria,BGR,2019,0.09538188,
Bulgaria,BGR,2020,0.12890226,
Bulgaria,BGR,2021,0.12079471,
Bulgaria,BGR,2022,0.270292,
Bulgaria,BGR,2023,0.18262473,
Canada,CAN,1960,0.16368912,
Canada,CAN,1961,0.15482485,
Canada,CAN,1962,0.10375997,
Canada,CAN,1963,0.15188208,
Canada,CAN,1964,0.16732538,
Canada,CAN,1965,0.18845192,
Canada,CAN,1966,0.33687115,
Canada,CAN,1967,0.31671223,
Canada,CAN,1968,0.289059,
Canada,CAN,1969,0.29143754,
Canada,CAN,1970,0.41030043,
Canada,CAN,1971,0.4165696,
Canada,CAN,1972,0.44064316,
Canada,CAN,1973,0.41689742,
Canada,CAN,1974,0.47439462,
Canada,CAN,1975,0.5409055,
Canada,CAN,1976,0.45653507,
Canada,CAN,1977,0.50169533,
Canada,CAN,1978,0.52473915,
Canada,CAN,1979,0.47508967,
Canada,CAN,1980,0.4337027,
Canada,CAN,1981,0.430086,
Canada,CAN,1982,0.41400245,
Canada,CAN,1983,0.45130578,
Canada,CAN,1984,0.5000107,
Canada,CAN,1985,0.49089465,
Canada,CAN,1986,0.48228303,
Canada,CAN,1987,0.46896088,
Canada,CAN,1988,0.49767774,
Canada,CAN,1989,0.4387593,
Canada,CAN,1990,0.44094372,
Canada,CAN,1991,0.4547901,
Canada,CAN,1992,0.45896018,
Canada,CAN,1993,0.45128492,
Canada,CAN,1994,0.42673075,
Canada,CAN,1995,0.37725312,
Canada,CAN,1996,0.31725773,
Canada,CAN,1997,0.3419179,
Canada,CAN,1998,0.29576692,
Canada,CAN,1999,0.2771887,
Canada,CAN,2000,0.2547298,
Canada,CAN,2001,0.21728715,
Canada,CAN,2002,0.27905664,
Canada,CAN,2003,0.23789124,
Canada,CAN,2004,0.26780364,
Canada,CAN,2005,0.3374606,
Canada,CAN,2006,0.29375815,
Canada,CAN,2007,0.28939417,
Canada,CAN,2008,0.3254109,
Canada,CAN,2009,0.3030966,
Canada,CAN,2010,0.3364825,
Canada,CAN,2011,0.31969282,
Canada,CAN,2012,0.31587103,
Canada,CAN,2013,0.2749776,
Canada,CAN,2014,0.24099131,
Canada,CAN,2015,0.27958125,
Canada,CAN,2016,0.26055378,
Canada,CAN,2017,0.26409218,
Canada,CAN,2018,0.27682072,
Canada,CAN,2019,0.2748191,
Canada,CAN,2020,0.31061062,
Canada,CAN,2021,0.31916264,
Canada,CAN,2022,0.3702372,
Canada,CAN,2023,0.3768465,
Croatia,HRV,2012,0.039482445,
Croatia,HRV,2013,0.08047126,
Croatia,HRV,2014,0.1262124,
Croatia,HRV,2015,0.09341329,
Croatia,HRV,2016,0.074465744,
Croatia,HRV,2017,0.09853685,
Croatia,HRV,2018,0.13396624,
Croatia,HRV,2019,0.11920252,
Croatia,HRV,2020,0.13104786,
Croatia,HRV,2021,0.12681897,
Croatia,HRV,2022,0.19488674,
Croatia,HRV,2023,0.21274984,
Cyprus,CYP,2005,0.09232982,
Cyprus,CYP,2006,0.14528506,
Cyprus,CYP,2007,0.16975376,
Cyprus,CYP,2008,0.16502894,
Cyprus,CYP,2009,0.19632836,
Cyprus,CYP,2010,0.22702396,
Cyprus,CYP,2011,0.15766837,
Cyprus,CYP,2012,0.1135436,
Cyprus,CYP,2013,0.098171435,
Cyprus,CYP,2014,0.093598306,
Cyprus,CYP,2015,0.08966594,
Cyprus,CYP,2018,0.11967512,
Cyprus,CYP,2019,0.09424924,
Cyprus,CYP,2020,0.05735277,
Cyprus,CYP,2021,0.07377974,
Cyprus,CYP,2022,0.05242241,
Cyprus,CYP,2023,0.038317796,
Czechia,CZE,1998,0.028500881,
Czechia,CZE,1999,0.027924526,
Czechia,CZE,2000,0.032646462,
Czechia,CZE,2001,0.04803177,
Czechia,CZE,2002,0.065354034,
Czechia,CZE,2003,0.11136981,
Czechia,CZE,2004,0.10656344,
Czechia,CZE,2005,0.11399517,
Czechia,CZE,2006,0.12013972,
Czechia,CZE,2007,0.109696776,
Czechia,CZE,2008,0.124194905,
Czechia,CZE,2009,0.11952374,
Czechia,CZE,2010,0.126618,
Czechia,CZE,2011,0.12464772,
Czechia,CZE,2012,0.1205083,
Czechia,CZE,2013,0.11376579,
Czechia,CZE,2014,0.11215098,
Czechia,CZE,2015,0.11767078,
Czechia,CZE,2016,0.14236256,
Czechia,CZE,2017,0.15019213,
Czechia,CZE,2018,0.13181192,
Czechia,CZE,2019,0.1313261,
Czechia,CZE,2020,0.12634255,
Czechia,CZE,2021,0.1349094,
Czechia,CZE,2022,0.37952304,
Czechia,CZE,2023,0.23949014,
DAC EU countries,,1960,0.551031,
DAC EU countries,,1961,0.56982505,
DAC EU countries,,1962,0.5564012,
DAC EU countries,,1963,0.45051134,
DAC EU countries,,1964,0.42151463,
DAC EU countries,,1965,0.40009636,
DAC EU countries,,1966,0.37523228,
DAC EU countries,,1967,0.42457697,
DAC EU countries,,1968,0.41025347,
DAC EU countries,,1969,0.41429457,
DAC EU countries,,1970,0.3475596,
DAC EU countries,,1971,0.3619298,
DAC EU countries,,1972,0.34417897,
DAC EU countries,,1973,0.3334678,
DAC EU countries,,1974,0.36926487,
DAC EU countries,,1975,0.39645576,
DAC EU countries,,1976,0.3742734,
DAC EU countries,,1977,0.3648366,
DAC EU countries,,1978,0.3895843,
DAC EU countries,,1979,0.42372057,
DAC EU countries,,1980,0.38942313,
DAC EU countries,,1981,0.43240646,
DAC EU countries,,1982,0.462842,
DAC EU countries,,1983,0.4363742,
DAC EU countries,,1984,0.4674201,
DAC EU countries,,1985,0.46975726,
DAC EU countries,,1986,0.4719345,
DAC EU countries,,1987,0.45581335,
DAC EU countries,,1988,0.45905277,
DAC EU countries,,1989,0.48684323,
DAC EU countries,,1990,0.4661018,
DAC EU countries,,1991,0.45903707,
DAC EU countries,,1992,0.46550828,
DAC EU countries,,1993,0.4498148,
DAC EU countries,,1994,0.42726728,
DAC EU countries,,1995,0.38178453,
DAC EU countries,,1996,0.37759525,
DAC EU countries,,1997,0.34090853,
DAC EU countries,,1998,0.3271277,
DAC EU countries,,1999,0.31910184,
DAC EU countries,,2000,0.31040582,
DAC EU countries,,2001,0.32504338,
DAC EU countries,,2002,0.3499317,
DAC EU countries,,2003,0.33822817,
DAC EU countries,,2004,0.33238012,
DAC EU countries,,2005,0.41064322,
DAC EU countries,,2006,0.39684606,
DAC EU countries,,2007,0.38468286,
DAC EU countries,,2008,0.40534186,
DAC EU countries,,2009,0.41174924,
DAC EU countries,,2010,0.42083496,
DAC EU countries,,2011,0.4000979,
DAC EU countries,,2012,0.36791208,
DAC EU countries,,2013,0.3656321,
DAC EU countries,,2014,0.3688929,
DAC EU countries,,2015,0.41832823,
DAC EU countries,,2016,0.47831014,
DAC EU countries,,2017,0.4597946,
DAC EU countries,,2018,0.4379482,
DAC EU countries,,2019,0.4311753,
DAC EU countries,,2020,0.49715495,
DAC EU countries,,2021,0.49693495,
DAC EU countries,,2022,0.5771095,
DAC EU countries,,2023,0.52902365,
DAC countries,,1960,0.49315536,Major aid donors in the OECD
DAC countries,,1961,0.5133289,Major aid donors in the OECD
DAC countries,,1962,0.50059015,Major aid donors in the OECD
DAC countries,,1963,0.4823038,Major aid donors in the OECD
DAC countries,,1964,0.45613682,Major aid donors in the OECD
DAC countries,,1965,0.4660864,Major aid donors in the OECD
DAC countries,,1966,0.4283391,Major aid donors in the OECD
DAC countries,,1967,0.39824635,Major aid donors in the OECD
DAC countries,,1968,0.399018,Major aid donors in the OECD
DAC countries,,1969,0.36632568,Major aid donors in the OECD
DAC countries,,1970,0.32834777,Major aid donors in the OECD
DAC countries,,1971,0.32186177,Major aid donors in the OECD
DAC countries,,1972,0.337211,Major aid donors in the OECD
DAC countries,,1973,0.27044708,Major aid donors in the OECD
DAC countries,,1974,0.31430197,Major aid donors in the OECD
DAC countries,,1975,0.33372477,Major aid donors in the OECD
DAC countries,,1976,0.30886865,Major aid donors in the OECD
DAC countries,,1977,0.3088156,Major aid donors in the OECD
DAC countries,,1978,0.33091134,Major aid donors in the OECD
DAC countries,,1979,0.31780297,Major aid donors in the OECD
DAC countries,,1980,0.33556274,Major aid donors in the OECD
DAC countries,,1981,0.315174,Major aid donors in the OECD
DAC countries,,1982,0.35798678,Major aid donors in the OECD
DAC countries,,1983,0.34458333,Major aid donors in the OECD
DAC countries,,1984,0.3512973,Major aid donors in the OECD
DAC countries,,1985,0.3447438,Major aid donors in the OECD
DAC countries,,1986,0.3413478,Major aid donors in the OECD
DAC countries,,1987,0.3176455,Major aid donors in the OECD
DAC countries,,1988,0.32903478,Major aid donors in the OECD
DAC countries,,1989,0.30601966,Major aid donors in the OECD
DAC countries,,1990,0.3225941,Major aid donors in the OECD
DAC countries,,1991,0.32456863,Major aid donors in the OECD
DAC countries,,1992,0.32270357,Major aid donors in the OECD
DAC countries,,1993,0.28801155,Major aid donors in the OECD
DAC countries,,1994,0.2786248,Major aid donors in the OECD
DAC countries,,1995,0.24077459,Major aid donors in the OECD
DAC countries,,1996,0.23530324,Major aid donors in the OECD
DAC countries,,1997,0.21063238,Major aid donors in the OECD
DAC countries,,1998,0.21798182,Major aid donors in the OECD
DAC countries,,1999,0.2115211,Major aid donors in the OECD
DAC countries,,2000,0.21227887,Major aid donors in the OECD
DAC countries,,2001,0.21712852,Major aid donors in the OECD
DAC countries,,2002,0.23184717,Major aid donors in the OECD
DAC countries,,2003,0.23722342,Major aid donors in the OECD
DAC countries,,2004,0.24490915,Major aid donors in the OECD
DAC countries,,2005,0.3131565,Major aid donors in the OECD
DAC countries,,2006,0.28417104,Major aid donors in the OECD
DAC countries,,2007,0.25710422,Major aid donors in the OECD
DAC countries,,2008,0.28269303,Major aid donors in the OECD
DAC countries,,2009,0.29887497,Major aid donors in the OECD
DAC countries,,2010,0.3055348,Major aid donors in the OECD
DAC countries,,2011,0.29810578,Major aid donors in the OECD
DAC countries,,2012,0.2779743,Major aid donors in the OECD
DAC countries,,2013,0.28521365,Major aid donors in the OECD
DAC countries,,2014,0.28405586,Major aid donors in the OECD
DAC countries,,2015,0.29212907,Major aid donors in the OECD
DAC countries,,2016,0.32104144,Major aid donors in the OECD
DAC countries,,2017,0.30888474,Major aid donors in the OECD
DAC countries,,2018,0.2991557,Major aid donors in the OECD
DAC countries,,2019,0.29441732,Major aid donors in the OECD
DAC countries,,2020,0.32021466,Major aid donors in the OECD
DAC countries,,2021,0.3268053,Major aid donors in the OECD
DAC countries,,2022,0.3720998,Major aid donors in the OECD
DAC countries,,2023,0.37223834,Major aid donors in the OECD
Denmark,DNK,1960,0.089075625,
Denmark,DNK,1961,0.12272728,
Denmark,DNK,1962,0.100806445,
Denmark,DNK,1963,0.109987356,
Denmark,DNK,1964,0.11172567,
Denmark,DNK,1965,0.12824802,
Denmark,DNK,1966,0.18941703,
Denmark,DNK,1967,0.21471074,
Denmark,DNK,1968,0.23169357,
Denmark,DNK,1969,0.38272217,
Denmark,DNK,1970,0.37450126,
Denmark,DNK,1971,0.42211884,
Denmark,DNK,1972,0.44298753,
Denmark,DNK,1973,0.4628829,
Denmark,DNK,1974,0.53282636,
Denmark,DNK,1975,0.5497657,
Denmark,DNK,1976,0.51998353,
Denmark,DNK,1977,0.56043553,
Denmark,DNK,1978,0.6967823,
Denmark,DNK,1979,0.7121899,
Denmark,DNK,1980,0.74310017,
Denmark,DNK,1981,0.72711205,
Denmark,DNK,1982,0.7691381,
Denmark,DNK,1983,0.7264802,
Denmark,DNK,1984,0.85063595,
Denmark,DNK,1985,0.8016853,
Denmark,DNK,1986,0.8853758,
Denmark,DNK,1987,0.87582946,
Denmark,DNK,1988,0.89175934,
Denmark,DNK,1989,0.93446094,
Denmark,DNK,1990,0.9441346,
Denmark,DNK,1991,0.96131384,
Denmark,DNK,1992,1.0241387,
Denmark,DNK,1993,1.0338966,
Denmark,DNK,1994,1.0277257,
Denmark,DNK,1995,0.9626432,
Denmark,DNK,1996,1.0443892,
Denmark,DNK,1997,0.9741639,
Denmark,DNK,1998,0.99450713,
Denmark,DNK,1999,1.0085521,
Denmark,DNK,2000,1.0608218,
Denmark,DNK,2001,1.0301445,
Denmark,DNK,2002,0.9641351,
Denmark,DNK,2003,0.83796513,
Denmark,DNK,2004,0.84713113,
Denmark,DNK,2005,0.8116674,
Denmark,DNK,2006,0.79819316,
Denmark,DNK,2007,0.80758363,
Denmark,DNK,2008,0.8173679,
Denmark,DNK,2009,0.88039285,
Denmark,DNK,2010,0.9092189,
Denmark,DNK,2011,0.85211825,
Denmark,DNK,2012,0.8299971,
Denmark,DNK,2013,0.85183483,
Denmark,DNK,2014,0.856006,
Denmark,DNK,2015,0.84736955,
Denmark,DNK,2016,0.75202906,
Denmark,DNK,2017,0.73744905,
Denmark,DNK,2018,0.71848077,
Denmark,DNK,2019,0.7168719,
Denmark,DNK,2020,0.7196069,
Denmark,DNK,2021,0.7107752,
Denmark,DNK,2022,0.67020845,
Denmark,DNK,2023,0.7299924,
Estonia,EST,2004,0.04605576,
Estonia,EST,2005,0.07651232,
Estonia,EST,2006,0.08853022,
Estonia,EST,2007,0.08038939,
Estonia,EST,2008,0.101617575,
Estonia,EST,2009,0.099436216,
Estonia,EST,2010,0.10230978,
Estonia,EST,2011,0.11487125,
Estonia,EST,2012,0.10636842,
Estonia,EST,2013,0.12650561,
Estonia,EST,2014,0.14499643,
Estonia,EST,2015,0.15404391,
Estonia,EST,2016,0.18976219,
Estonia,EST,2017,0.16482493,
Estonia,EST,2018,0.16171832,
Estonia,EST,2019,0.15764791,
Estonia,EST,2020,0.16574544,
Estonia,EST,2021,0.16482252,
Estonia,EST,2022,0.53881925,
Estonia,EST,2023,0.27645233,
Finland,FIN,1961,0.03454545,
Finland,FIN,1962,0.037414964,
Finland,FIN,1963,0.043750003,
Finland,FIN,1964,0.03547067,
Finland,FIN,1965,0.024906602,
Finland,FIN,1966,0.039397452,
Finland,FIN,1967,0.047289506,
Finland,FIN,1968,0.05707196,
Finland,FIN,1969,0.14386946,
Finland,FIN,1970,0.06302131,
Finland,FIN,1971,0.1118399,
Finland,FIN,1972,0.14596297,
Finland,FIN,1973,0.15181716,
Finland,FIN,1974,0.16076653,
Finland,FIN,1975,0.17242984,
Finland,FIN,1976,0.16896147,
Finland,FIN,1977,0.153975,
Finland,FIN,1978,0.15991122,
Finland,FIN,1979,0.21308637,
Finland,FIN,1980,0.21767984,
Finland,FIN,1981,0.2714778,
Finland,FIN,1982,0.2903362,
Finland,FIN,1983,0.31723267,
Finland,FIN,1984,0.35461798,
Finland,FIN,1985,0.40261412,
Finland,FIN,1986,0.45616633,
Finland,FIN,1987,0.50299615,
Finland,FIN,1988,0.59627604,
Finland,FIN,1989,0.63853574,
Finland,FIN,1990,0.6467458,
Finland,FIN,1991,0.79788035,
Finland,FIN,1992,0.639274,
Finland,FIN,1993,0.4514277,
Finland,FIN,1994,0.30915254,
Finland,FIN,1995,0.3117826,
Finland,FIN,1996,0.3294617,
Finland,FIN,1997,0.31553614,
Finland,FIN,1998,0.31492546,
Finland,FIN,1999,0.32981208,
Finland,FIN,2000,0.31082788,
Finland,FIN,2001,0.323616,
Finland,FIN,2002,0.35188043,
Finland,FIN,2003,0.3481786,
Finland,FIN,2004,0.36678177,
Finland,FIN,2005,0.46121356,
Finland,FIN,2006,0.39586633,
Finland,FIN,2007,0.3940702,
Finland,FIN,2008,0.43849754,
Finland,FIN,2009,0.5422741,
Finland,FIN,2010,0.55042315,
Finland,FIN,2011,0.5311243,
Finland,FIN,2012,0.5339151,
Finland,FIN,2013,0.5353424,
Finland,FIN,2014,0.5940666,
Finland,FIN,2015,0.55049264,
Finland,FIN,2016,0.43995944,
Finland,FIN,2017,0.42449683,
Finland,FIN,2018,0.3589621,
Finland,FIN,2019,0.41687655,
